_id,barcode,category,categoryCode,name,topBrand,brandCode,cpgId
5db3288aee7f2d6de4248977,511111312949,Baby,,Pull-Ups,True,PULLUPS,550b2565e4b001d5e9e4146f
5f5bc4f1be37ce17125ac0e7,511111216582,Baking,BAKING,test brand @1599849713170,,,5f5bc4f1be37ce17125ac0e6
5fc54c0abe37ce1911dbb3b2,511111817864,Baking,BAKING,test brand @1606765578434,False,TEST BRANDCODE @1606765578435,5fc54c0abe37ce1911dbb3b1
5332f5fbe4b03c9a25efd0bb,511111003960,Beverages,,Mountain Dew,False,MOUNTAIN DEW,5332f5fbe4b03c9a25efd0ba
57ebc12ce4b0ac389136a33c,511111102052,Condiments & Sauces,,Kraft Mayo,False,,559c2234e4b06aca36af13c6
585a9720e4b03e62d1ce0e94,511111101505,Snacks,,Sun Chips,,SUN CHIPS,5332f5fbe4b03c9a25efd0ba
5f4bf557be37ce0b4491554e,511111716365,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598813527796,,TEST BRANDCODE @1598813527796,5332fa12e4b03c9a25efd1e7
592486bfe410d61fcea3d138,511111800712,Beverages,,PURE LEAF Tea Leaves,False,PURE LEAF Tea Leaves,5332f5f6e4b03c9a25efd0b4
5887a320e4b02187f85cdad8,511111201120,Snacks,,Corn Nuts,False,CORN NUTS,559c2234e4b06aca36af13c6
57d95753e4b0ac389136a2b3,511111702382,Dairy,,Breakstone's,False,BREAKSTONE'S,559c2234e4b06aca36af13c6
5a5d263ee4b06ba572cf24a4,511111200192,Beer Wine Spirits,,Sparks,False,SPARKS,5332f709e4b03c9a25efd0f1
5f4a7a5dbe37ce2d95e65ca2,511111316275,Baking,BAKING,test brand @1598716509357,,TEST BRANDCODE @1598716509358,5f4a7a5bbe37ce2d95e65c9f
5887a143e4b02187f85cdad2,511111301189,Beverages,,Maxwell House,False,MAXWELL HOUSE,559c2234e4b06aca36af13c6
5332f7b5e4b03c9a25efd142,511111603436,,,Beck's,,,5332f7a7e4b03c9a25efd134
5f5bc4f2be37ce17125ac0ed,511111516637,Candy & Sweets,CANDY_AND_SWEETS,test brand @1599849714378,,TEST BRANDCODE @1599849714378,5332fa12e4b03c9a25efd1e7
5f4a64e7be37ce17d23b317a,511111716204,Baking,BAKING,test brand @1598711015496,,TEST BRANDCODE @1598711015496,5f4a64e7be37ce17d23b3178
5a5d2b20e4b0db471c2d0434,511111800088,Canned Goods & Soups,,Continental,,CONTINENTAL SOUP,5332f5f6e4b03c9a25efd0b4
5e3875f5ee7f2d697e835bcf,511111213925,Beauty,,Garnier - Hair Color,,GARNIER - HAIR COLOR,5e28b81cee7f2d697e835bcd
5ec2dc5fbe37ce5234ec36b8,511111114628,Health & Wellness,HEALTHY_AND_WELLNESS,AFRIN® NASAL SPRAY,False,AFRIN® NASAL SPRAY,5d9b4f591dda2c6225a284aa
5daf4867a60b87376833e35f,511111605980,Dairy,,Goodbelly® Probiotics,,GOODBELLY,5332f5f3e4b03c9a25efd0ae
592486bee410d61fcea3d134,511111200758,Personal Care,,NEXXUS,False,NEXXUS,5332f5f6e4b03c9a25efd0b4
5a8c3226e4b07f0a2dac8942,511111004127,Beverages,,V8,False,V8,5a734034e4b0d58f376be874
55b630a4e4b0d8e685c1421c,511111502654,,,Dr. Pepper,,,55b62995e4b0d8e685c14213
5a5d2ac5e4b06ba572cf24a7,511111300090,Condiments & Sauces,,Colman's,,COLMAN'S,53e10d6368abd3c7065097cc
5a8c344ae4b0ccf165fac9e5,511111704140,Condiments & Sauces,,Prego,False,PREGO,5a734034e4b0d58f376be874
5fc54c0bbe37ce1911dbb3b4,511111517887,Baking,BAKING,test brand @1606765578985,False,TEST BRANDCODE @1606765578985,5fc54c0abe37ce1911dbb3b1
5e710e03ee7f2d0b35b2a194,511111914105,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,BRUMMEL & BROWN,,BRUMMEL & BROWN,5e5ea9cc9c50da1291a6d074
5daf43251dda2c3e1416ae95,511111705956,Dairy,,YQ by Yoplait®,,YQ YOPLAIT,5332f5f3e4b03c9a25efd0ae
5d66d597a3a018093ab34726,511111805298,Magazines,,Diabetic Living Magazine,,511111805298,5d5d4fd16d5f3b23d1bc7905
5d658ffa6d5f3b23d1bc7914,511111205227,,,Diabetic Living Magazine,,,53e10d6368abd3c7065097cc
5fa98944be37ce239d107102,511111117285,Baking,BAKING,test brand @1604946244833,False,TEST BRANDCODE @1604946244833,5fa98944be37ce239d1070ff
5da6076f1dda2c3e1416ae88,511111205661,Health & Wellness,,ALKA SELTZER® PLUS COLD AND FLU TAB/ CAPS/ GEL,,ALKA SELTZER COLD AND FLU TAB/ CAPS/ GEL,53e10d6368abd3c7065097cc
5f19e055be37ce33f74a1673,511111115151,Candy & Sweets,CANDY_AND_SWEETS,test brand @1595531349206,,TEST BRANDCODE @1595531349206,5332fa12e4b03c9a25efd1e7
5da60915a60b87376833e355,511111905806,Health & Wellness,,ONE A DAY® HEART HEALTH,,511111905806,53e10d6368abd3c7065097cc
5c4637ba87ff35681e840d57,511111605058,Dairy,,Brand2,True,09090909090,5c45f8b087ff3552f950f026
5332f7afe4b03c9a25efd13e,511111003472,,,Bud Light Lime,,,5332f7a7e4b03c9a25efd134
5da609621dda2c3e1416ae8f,511111105831,Health & Wellness,,ONE A DAY® PRENATAL AND PREGNANCY,,511111105831,53e10d6368abd3c7065097cc
5a7e0665e4b0aedb3b84afd4,511111704140,,,Diet Chris Cola,,DIETCHRIS2,55b62995e4b0d8e685c14213
5332f73ee4b03c9a25efd108,511111403791,,,Dr Pepper,,,5332f5ebe4b03c9a25efd0a8
5ca6383b166eb32e98e0e450,511111804765,Deli,,Bold Butcher,,BOLD BUTCHER,559c2234e4b06aca36af13c6
585a9686e4b03e62d1ce0e81,511111601678,Snacks,,Lay's Original,True,LAY'S,5332f5fbe4b03c9a25efd0ba
585a96e0e4b03e62d1ce0e8a,511111401599,Snacks,,Quaker Chewy,False,,5332f5fbe4b03c9a25efd0ba
592486bde410d61fcea3d121,511111300939,Frozen,FROZEN,BEN & JERRY'S,True,BEN & JERRY'S,5332f5f6e4b03c9a25efd0b4
5f4a7a5dbe37ce2d95e65ca1,511111816263,Baking,BAKING,test brand @1598716509304,,TEST BRANDCODE @1598716509304,5f4a7a5bbe37ce2d95e65c9f
5332fa7ae4b03c9a25efd22a,511111202950,,,Pibb Xtra,,,5332f5ebe4b03c9a25efd0a8
5c6c2f9295144c6db8fe1977,511111106432,Beverages,,"new-brand, of course",True,FRS920,5c6c2ee995144c6db8fe1976
5f403231be37ce5f78d9ed15,511111615651,Baking,BAKING,test brand @1598042673378,,TEST BRANDCODE @1598042673378,5f403231be37ce5f78d9ed14
5bcdfc5990fa074576779a15,511111804604,Beverages,,V8 Hydrate,False,V8 HYDRATE,5a734034e4b0d58f376be874
57d95805e4b0ac389136a2b5,511111002369,Beverages,,Country Time,False,COUNTRY TIME,559c2234e4b06aca36af13c6
540f240768abd3c7065097d4,511111102779,,,Frito Lay,,,56462469e4b0c05761111936
60074277be37ce360be63a00,511111419815,Baking,BAKING,test brand @1611088503732,False,TEST BRANDCODE @1611088503732,60074277be37ce360be639fe
585a96ade4b03e62d1ce0e84,511111401643,Beverages,,Naked Juice,,NAKED JUICE,5332f5fbe4b03c9a25efd0ba
592486bde410d61fcea3d122,511111800927,Frozen,,BREYERS,True,BREYERS,5332f5f6e4b03c9a25efd0b4
5fa1c567be37ce402c4618f2,511111817215,Baking,BAKING,test brand @1604437351646,False,TEST BRANDCODE @1604437351646,5fa1c567be37ce402c4618ef
5d66d4666d5f3b6188d4f046,511111105275,Magazines,,Country Gardens Magazine,,511111105275,5d5d4fd16d5f3b23d1bc7905
5dc2dab01dda2c0ad7da64af,511111906353,Breakfast & Cereal,,Girl Scouts Cookie Cereal,,GIRL SCOUT CEREAL,5332f5f3e4b03c9a25efd0ae
53554c847a010fd9f8db0ed6,511111802792,Beer Wine Spirits,,Miller Lite,False,MILLER LITE,5332f709e4b03c9a25efd0f1
5a5d2727e4b0db471c2d042e,511111000167,Beer Wine Spirits,,Third Shift Brewing,,THIRD SHIFT,5332f709e4b03c9a25efd0f1
5db32879ee7f2d6de4248976,511111112938,Baby,BABY,GoodNites,True,GOODNITES,55b62995e4b0d8e685c14213
5f513ea1be37ce21f1287c04,511111116523,Baking,BAKING,test brand @1599159969061,,TEST BRANDCODE @1599159969061,5f513ea0be37ce21f1287c01
5fa1ba01be37ce402c4618e7,511111217183,Baking,BAKING,test brand @1604434433706,False,TEST BRANDCODE @1604434433706,53e10d6368abd3c7065097cc
5e387679ee7f2d697e835bd2,511111413950,Beauty,,Maybelline,,MAYBELLINE,5e28b81cee7f2d697e835bcd
5daf693c1dda2c3e1416ae9d,511111606093,Dairy,,Yoplait®,False,YOPLAIT,5332f5f3e4b03c9a25efd0ae
5332f769e4b03c9a25efd122,511111303664,,,Odwalla,,,5332f5ebe4b03c9a25efd0a8
5f43faacbe37ce3ef3fd3719,511111515753,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598290604214,,TEST BRANDCODE @1598290604214,5332fa12e4b03c9a25efd1e7
5fcff304be37ce6d53dfc684,511111417989,Baking,BAKING,test brand @1607463684590,False,TEST BRANDCODE @1607463684591,5fcff304be37ce6d53dfc683
5e387644ee7f2d697e835bd1,511111913948,Beauty,,L’Oreal Paris - Hair Color,,L’OREAL PARIS - HAIR COLOR,5e28b81cee7f2d697e835bcd
5f9770c0be37ce03d08a2d8a,511111917113,Baking,BAKING,test brand @1603760320553,,,5f9770c0be37ce03d08a2d89
5da606361dda2c3e1416ae84,511111505594,Health & Wellness,,"ALEVE® CAPLETS, TABLETS, AND GEL CAPS",,"ALEVE CAPLETS, TABLETS, AND GEL CAPS",53e10d6368abd3c7065097cc
5332fa1ae4b03c9a25efd1e9,511111103097,,,Roma,,,5332fa12e4b03c9a25efd1e7
5d66d38ca3a018093ab34724,511111605263,Magazines,,Clean Eating Magazine,,511111605263,5d5d4fd16d5f3b23d1bc7905
5f493682be37ce52f8314fcc,511111415909,Baking,BAKING,test brand @1598633602226,,TEST BRANDCODE @1598633602226,5f493682be37ce52f8314fcb
5332f806e4b03c9a25efd16e,511111503309,,,Oikos,,,5332f7ffe4b03c9a25efd16b
5fda3712be37ce09e351596e,511111718352,Baking,BAKING,test brand @1608136465926,False,,5fda3711be37ce09e351596d
5fd7f2b3be37ce7339755869,511111218296,Baking,BAKING,test brand @1607987891733,False,TEST BRANDCODE @1607987891733,5fd7f2b3be37ce7339755868
5a5d247ae4b06ba572cf24a2,511111000235,Beer Wine Spirits,,Saint Archer,,SAINT ARCHER,5332f709e4b03c9a25efd0f1
5887a1c8e4b02187f85cdad4,511111601166,Dairy,,Philadelphia,False,PHILADELPHIA,559c2234e4b06aca36af13c6
5afda201e4b0c11cfecd49f7,511111804482,Snacks,,Late July,False,LATE JULY,5a734034e4b0d58f376be874
5fb823dfbe37ce522e165ce2,511111417774,Grocery,GROCERY,Freihofers,False,FREIHOFERS,5fb6b608be37ce522e165cb9
5a5d28ade4b0db471c2d0431,511111100133,Beer Wine Spirits,,Tyskie,,TYSKIE GRONIE,5332f709e4b03c9a25efd0f1
5bd2013f965c7d66d92731ec,511111904663,Household,,Kleenex,False,KLEENEX,550b2565e4b001d5e9e4146f
5f7760f0be37ce1d26d7b7a6,511111016854,Baking,BAKING,test brand @1601659120870,,TEST BRANDCODE @1601659120870,5f7760f0be37ce1d26d7b7a2
5f7ba914be37ce2f290fb250,511111416944,Baking,BAKING,test brand @1601939732269,,,5f7ba914be37ce2f290fb24f
5a4d1ec9e4b0bcb2c74ea77d,511111900542,Snacks,,EL ISLENO,True,EL ISLENO,5332f5fbe4b03c9a25efd0ba
5fb822e4be37ce522e165ce0,511111717751,Grocery,GROCERY,Maiser's,False,MAISER'S ,5fb6b608be37ce522e165cb9
5f7ba932be37ce2f290fb255,511111816980,Baking,BAKING,test brand @1601939762976,,TEST BRANDCODE @1601939762976,5f7ba932be37ce2f290fb251
5bd201f090fa074576779a1a,511111204718,Household,,Viva,False,VIVA,550b2565e4b001d5e9e4146f
5bd20188965c7d66d92731ed,511111604686,Personal Care,,Poise,False,POISE,550b2565e4b001d5e9e4146f
5fd2a0bfbe37ce49eb72c0f3,511111918158,Baking,BAKING,test brand @1607639231747,False,TEST BRANDCODE @1607639231747,5fd2a0bfbe37ce49eb72c0ef
5332f7a9e4b03c9a25efd138,511111503538,,,Natural,,,5332f7a7e4b03c9a25efd134
57d96112e4b0ac389136a2b8,511111102335,Frozen,,Ore-Ida,False,ORE-IDA,559c2234e4b06aca36af13c6
5d66d81a6d5f3b6188d4f048,511111605331,Magazines,,History Channel Special Edition Magazine ,,511111605331,5d5d4fd16d5f3b23d1bc7905
5a5d1c77e4b06ba572cf249a,511111300373,Grocery,,BIAGLUT,False,BIAGLUT,559c2234e4b06aca36af13c6
5cdacd63166eb33eb7ce0fa8,511111004790,Condiments & Sauces,,Bitten Dressing,,BITTEN,559c2234e4b06aca36af13c6
57ebc2dfe4b0ac389136a34a,511111401926,Beverages,,Tang,False,TANG,559c2234e4b06aca36af13c6
5332fa58e4b03c9a25efd214,511111603085,,,Edy's,,,5332fa58e4b03c9a25efd215
5c7d9cb395144c337a3cbfbb,511111707202,Baby,BABY,Huggies,True,HUGGIES,5459429be4b0bfcb1e864082
5a8c34d7e4b07f0a2dac8944,511111204152,Baby,,Plum Organics,False,PLUM ORGANICS,5a734034e4b0d58f376be874
5fb805dbbe37ce522e165ccc,511111917557,Beer Wine Spirits,BEER_WINE_SPIRITS,The Glenlivet® Caribbean Reserve,False,THE GLENLIVET CARIBBEAN RESERVE,5fb6d381be37ce522e165cbd
5fb806b5be37ce522e165ccd,511111117568,Beer Wine Spirits,BEER_WINE_SPIRITS,The Glenlivet® Founder's Reserve,False,THE GLENLIVET® FOUNDER'S RESERVE,5fb6d381be37ce522e165cbd
5fb807bebe37ce522e165cce,511111617570,Beer Wine Spirits,BEER_WINE_SPIRITS,The Glenlivet® 12 Year ,False,THE GLENLIVET® 12 YEAR ,5fb6d381be37ce522e165cbd
5bd200fc965c7d66d92731eb,511111204640,Baby,,Goodnites,False,GOODNITES,550b2565e4b001d5e9e4146f
588ba1c8e4b02187f85cdae1,511111801030,Beverages,,Tassimo,False,TASSIMO,559c2234e4b06aca36af13c6
5dc2d9d4a60b873d6b0666d2,511111206330,Breakfast & Cereal,,Dippin Dots® Cereal,,DIPPIN DOTS,5332f5f3e4b03c9a25efd0ae
5887a290e4b02187f85cdad7,511111701132,,,Stove Top,False,STOVE TOP,559c2234e4b06aca36af13c6
5fb82f4bbe37ce522e165ce7,511111417828,Bread & Bakery,BREAD_AND_BAKERY,Brownberry,False,BROWNBERRY,5fb6b608be37ce522e165cb9
5f77274bbe37ce6b592e90ba,511111216704,Baking,BAKING,test brand @1601644363663,,TEST BRANDCODE @1601644363664,5f77274bbe37ce6b592e90b9
5daf3eed1dda2c3e1416ae94,511111205944,Dairy,,Oui™ by Yoplait®,,OUI BY YOPLAIT,5332f5f3e4b03c9a25efd0ae
5a5d144ee4b0db471c2d041d,511111500452,Beer Wine Spirits,,Cerveza Aguila,,CERVEZA AGUILA,5332f709e4b03c9a25efd0f1
5f4a7a5dbe37ce2d95e65ca0,511111616252,Baking,BAKING,test brand @1598716507601,,TEST BRANDCODE @1598716507602,5f4a7a5bbe37ce2d95e65c9f
5332f7a7e4b03c9a25efd133,511111903574,,,Budweiser,,,5332f7a7e4b03c9a25efd134
5332f7b7e4b03c9a25efd144,511111103424,,,Budweiser Black Crown,,,5332f7a7e4b03c9a25efd134
5f628215be37ce78e6e2efae,511111916673,Baking,BAKING,test brand @1600291349297,,TEST BRANDCODE @1600291349297,5f628214be37ce78e6e2efaa
57e5823ce4b0ac389136a312,511111702221,Beer Wine Spirits,,Icehouse,False,ICEHOUSE,5332f709e4b03c9a25efd0f1
5a021582e4b00efe02b02a56,511111900610,Beauty & Personal Care,,FDS,,FDS,53e10d6368abd3c7065097cc
5a8c2eeee4b0ccf165fac9e2,511111204084,Grocery,,Bolthouse Farms,False,BOLTHOUSE FARMS,5a734034e4b0d58f376be874
5a0218cae4b00efe02b02a59,511111100577,Personal Care,,Q-TIPS,False,Q-TIPS,5332f5f6e4b03c9a25efd0b4
58861c7f4e8d0d20bc42c4fa,511111701293,Breakfast & Cereal,,Quaker Granola,False,,5332f5fbe4b03c9a25efd0ba
588ba198e4b02187f85cdae0,511111001041,Dairy,,Hoffman's,False,HOFFMAN'S,559c2234e4b06aca36af13c6
5332fa80e4b03c9a25efd231,511111202882,,,Coca-Cola Cherry Zero,,,5332f5ebe4b03c9a25efd0a8
5db9f97f1dda2c3e1416aea2,511111606215,Snacks,,Fruit by the Foot™,,BETTY CROCKER FRUIT BY THE FOOT,5332f5f3e4b03c9a25efd0ae
5a5d28f1e4b0db471c2d0432,511111600121,Beer Wine Spirits,,Zumbida,,ZUMBIDA,5332f709e4b03c9a25efd0f1
5f441280be37ce5dbe9b7c81,511111515807,Baking,BAKING,test brand @1598296704794,,TEST BRANDCODE @1598296704794,5f441280be37ce5dbe9b7c7d
5332f79ee4b03c9a25efd131,511111103585,,,Cinnamon Toast Crunch,,,5332f5f3e4b03c9a25efd0ae
58861c7f4e8d0d20bc42c4fc,511111001270,Snacks,,Quaker Popped Crisps,False,,5332f5fbe4b03c9a25efd0ba
5fd29590be37ce38bbbefb29,511111918080,Baking,BAKING,test brand @1607636368759,False,TEST BRANDCODE @1607636368759,5fd29590be37ce38bbbefb25
57c08257e4b0718ff5fcb034,511111102496,,,Hoegaarden,,,5332f7a7e4b03c9a25efd134
58861c7f4e8d0d20bc42c4fe,511111301257,Breakfast & Cereal,,Quaker Real Medleys,False,,5332f5fbe4b03c9a25efd0ba
5332f757e4b03c9a25efd114,511111303732,,,gardenburger,,,5332f5f2e4b03c9a25efd0aa
5afda5a6e4b03bf01c2a2968,511111304548,Snacks,,Krunches!,False,KRUNCHERS,5a734034e4b0d58f376be874
5fcda494be37ce688e08b0cd,511111017943,Baking,BAKING,test brand @1607312532218,False,TEST BRANDCODE @1607312532218,5fcda494be37ce688e08b0cb
585a9661e4b03e62d1ce0e7d,511111401711,Snacks,,Funyuns,True,FUNYUNS,5332f5fbe4b03c9a25efd0ba
5ab15456e4b0be0a89bb0b06,511111904380,Canned Goods & Soups,,Campbell's Spaghettios,False,CAMPBELLS SPAGHETTIOS,5a734034e4b0d58f376be874
592486bde410d61fcea3d123,511111600916,Dairy,,BRUMMEL AND BROWN,,BRUMMEL AND BROWN,53e10d6368abd3c7065097cc
5f35a0babe37ce6853cff202,511111315391,Candy & Sweets,CANDY_AND_SWEETS,test brand @1597350074997,,TEST BRANDCODE @1597350074997,5332fa12e4b03c9a25efd1e7
5f4a64ebbe37ce17d23b317d,511111916239,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598711019491,,TEST BRANDCODE @1598711019491,5332fa12e4b03c9a25efd1e7
5f4bf53dbe37ce0b44915541,511111116318,Baking,BAKING,test brand @1598813501461,,,5f4bf53dbe37ce0b44915540
5332fa08e4b03c9a25efd1d9,511111403128,,,Raisin Bran,,,5332f5f2e4b03c9a25efd0aa
5d66e07da3a018093ab3472d,511111205500,Beverages,,Sierra Mist,,SIERRA MIST,5332f5fbe4b03c9a25efd0ba
5f4cff24a475f1050a66b56b,511111016410,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598881572443,,TEST BRANDCODE @1598881572443,5332fa12e4b03c9a25efd1e7
5f43faabbe37ce3ef3fd3718,511111015741,Baking,BAKING,test brand @1598290603646,,TEST BRANDCODE @1598290603646,5f43faabbe37ce3ef3fd3714
5f513ea1be37ce21f1287c05,511111616535,Baking,BAKING,test brand @1599159969108,,TEST BRANDCODE @1599159969108,5f513ea0be37ce21f1287c01
5332f769e4b03c9a25efd121,511111803676,,,Glaceau smartwater,,,5332f5ebe4b03c9a25efd0a8
5332f7afe4b03c9a25efd13c,511111703495,,,LandShark,,,5332f7a7e4b03c9a25efd134
5fb82f87be37ce522e165ce8,511111917830,Bread & Bakery,BREAD_AND_BAKERY,Oroweat,False,OROWEAT,5fb6b608be37ce522e165cb9
5332f7a8e4b03c9a25efd135,511111403562,,,Bud Light,,,5332f7a7e4b03c9a25efd134
585a96eee4b03e62d1ce0e8c,511111701576,Snacks,,Rold Gold,,ROLD GOLD,5332f5fbe4b03c9a25efd0ba
60074277be37ce360be63a02,511111119838,Baking,BAKING,test brand @1611088503815,False,TEST BRANDCODE @1611088503815,60074277be37ce360be639fe
5f872b80be37ce66db5dd979,511111717034,Baking,BAKING,test brand @1602694015991,,TEST BRANDCODE @1602694015992,5f872b7fbe37ce66db5dd975
5f208daebe37ce7958c59521,511111815174,Baking,BAKING,test brand @1595968942895,,TEST BRANDCODE @1595968942896,5f208daebe37ce7958c59520
5ab1314de4b0915382df761a,511111104308,Beverages,,V8 Splash,False,V8 SPLASH,5a734034e4b0d58f376be874
5bd2016990fa074576779a18,511111404675,Personal Care,,Kotex,False,KOTEX,550b2565e4b001d5e9e4146f
5d64191ea3a018514994f42b,511111505082,Magazines,,Midwest Living,,511111505082,5d5d4fd16d5f3b23d1bc7905
58863e28e4b02187f85cdacf,511111901211,Deli,,Oscar Mayer Carving Board,,,559c2234e4b06aca36af13c6
5d66df24a3a018093ab3472b,511111405467,Beverages,,Ocean Spray Juices,,OCEAN SPRAY,5332f5fbe4b03c9a25efd0ba
5da608f61dda2c3e1416ae8e,511111305798,Health & Wellness,,ONE A DAY® ESSENTIAL,,511111305798,53e10d6368abd3c7065097cc
57d95749e4b0ac389136a2b2,511111202394,Frozen,,Bagel Bites,False,BAGEL BITES,559c2234e4b06aca36af13c6
5d658fca6d5f3b23d1bc7912,511111405184,,,Do It Yourself,,,53e10d6368abd3c7065097cc
57ebc2b7e4b0ac389136a347,511111601951,Dairy,,Polly-O,False,POLLY-O,559c2234e4b06aca36af13c6
57ebbfa9e4b0ac389136a331,511111202165,Beverages,,Gevalia Iced Coffee,False,,559c2234e4b06aca36af13c6
5a5d2c59e4b06ba572cf24a9,511111900054,Beauty & Personal Care,,Sunsilk,,SUNSILK,53e10d6368abd3c7065097cc
5887a051e4b02187f85cdad0,511111401209,Baking,,Baker's,False,BAKER'S,559c2234e4b06aca36af13c6
5ab1528ce4b0915382df761c,511111504344,Grocery,,Ecce Panis,False,ECCE PANIS,5a734034e4b0d58f376be874
5d66d6016d5f3b6188d4f047,511111405306,Magazines,,Do It Yourself Special Edition Magazine,,511111405306,5d5d4fd16d5f3b23d1bc7905
5f21c54abe37ce7958c59528,511111315230,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,AIR WICK®,False,AIR WICK,5f10c05cbe37ce238c6cabaf
5332f7fde4b03c9a25efd168,511111903345,Beer Wine Spirits,,Hamm's Beer,False,HAMM'S,5332f709e4b03c9a25efd0f1
57c08242e4b0718ff5fcb032,511111202516,,,Corona,,,5332f7a7e4b03c9a25efd134
5f5bc4f1be37ce17125ac0e9,511111716594,Baking,BAKING,test brand @1599849713740,,TEST BRANDCODE @1599849713740,5f5bc4f1be37ce17125ac0e8
5332fa12e4b03c9a25efd1e6,511111703105,,,Bellatoria,,,5332fa12e4b03c9a25efd1e7
5dc0351a1dda2c0ad7da64aa,511111306238,Breakfast & Cereal,,Monster's Cereal,,MONSTERS CEREAL,5332f5f3e4b03c9a25efd0ae
5d66e2d46d5f3b6188d4f056,511111905523,Beverages,,Tazo Bottled Teas,, TAZO BOTTLED TEAS,5332f5fbe4b03c9a25efd0ba
5a0219ede4b00d6a5ccb394e,511111400554,Personal Care,,TONI&GUY,False,TONI&GUY,5332f5f6e4b03c9a25efd0b4
5d66da306d5f3b6188d4f04c,511111005377,Magazines,,Modern Farmhouse Magazine,,511111005377,5d5d4fd16d5f3b23d1bc7905
5d66dfe6a3a018093ab3472c,511111905479,Magazines,,Weight Watchers Special Edition Magazine ,,511111905479,5d5d4fd16d5f3b23d1bc7905
5f3e9172be37ce5a0e01b955,511111715559,Baking,BAKING,test brand @1597935986434,,TEST BRANDCODE @1597935986434,5f3e9172be37ce5a0e01b952
58b598dbe4b0857c2ddb7253,511111101017,Beer Wine Spirits,,Mickey's,False,MICKEY'S,5332f709e4b03c9a25efd0f1
57d95826e4b0ac389136a2b7,511111302346,Beverages,,Crystal Light,False,CRYSTAL LIGHT,559c2234e4b06aca36af13c6
5a5d1bffe4b0db471c2d0423,511111000396,Beer Wine Spirits,,Coors Extra Gold,,COORS EXTRA GOLD,5332f709e4b03c9a25efd0f1
5fb82fe3be37ce522e165cea,511111617853,Grocery,GROCERY,D'Italiano,False,D ITALIANO,5fb6b608be37ce522e165cb9
5332fa75e4b03c9a25efd221,511111303015,,,DASANI,,,5332f5ebe4b03c9a25efd0a8
5f628215be37ce78e6e2efab,511111716648,Baking,BAKING,test brand @1600291349042,,TEST BRANDCODE @1600291349043,5f628214be37ce78e6e2efaa
585a96cbe4b03e62d1ce0e88,511111501619,Beverages,,Pepsi Max,False,,5332f5fbe4b03c9a25efd0ba
5887a216e4b02187f85cdad5,511111401155,Deli,,Claussen,False,CLAUSSEN,559c2234e4b06aca36af13c6
5332f709e4b03c9a25efd0f2,511111403845,Beer Wine Spirits,,Blue Moon,False,BLUE MOON,5332f709e4b03c9a25efd0f1
5f77274dbe37ce6b592e90c0,511111116752,Baking,BAKING,test brand @1601644365844,,,5f77274dbe37ce6b592e90bf
5dc1fca91dda2c0ad7da64ae,511111706328,Breakfast & Cereal,,Dippin Dots® Cereal,,DIPPIN DOTS CEREAL,53e10d6368abd3c7065097cc
5f494c6e04db711dd8fe87e7,511111416173,Candy & Sweets,CANDY_AND_SWEETS,test brand @1598639215217,,TEST BRANDCODE @1598639215217,5332fa12e4b03c9a25efd1e7
5a021611e4b00efe02b02a57,511111400608,Grocery,,LIPTON TEA Leaves,False,LIPTON TEA Leaves,5332f5f6e4b03c9a25efd0b4
6026d757be37ce6369301468,511111019930,Baking,BAKING,test brand @1613158231643,False,TEST BRANDCODE @1613158231644,6026d757be37ce6369301467
